x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007
,,,,,,,,1157.1999999999,0.0006885957,1157.1999999999,0.0000000000,1157.1999999999,0.0097926754,1157.1999999999,0.0007092595
,,,,,,,,1157.2999999999,0.0006480800,1157.2999999999,0.0000000000,1157.2999999999,0.0098008544,1157.2999999999,0.0006512271
,,,,,,,,1157.3999999999,0.0006117895,1157.3999999999,0.0000000000,1157.3999999999,0.0098019218,1157.3999999999,0.0005969869
,,,,,,,,1157.4999999999,0.0005796496,1157.4999999999,0.0000000000,1157.4999999999,0.0097958155,1157.4999999999,0.0005463895
,,,,,,,,1157.5999999999,0.0005515849,1157.5999999999,0.0000000000,1157.5999999999,0.0097824878,1157.5999999999,0.0004992809
,,,,,,,,1157.6999999999,0.0005275203,1157.6999999999,0.0000000000,1157.6999999999,0.009761906,1157.6999999999,0.0004555046
,,,,,,,,1157.7999999999,0.0005073810,1157.7999999999,0.0000000000,1157.7999999999,0.0097340523,1157.7999999999,0.0004149021
,,,,,,,,1157.8999999999,0.0004910943,1157.8999999999,0.0000000000,1157.8999999999,0.0096989242,1157.8999999999,0.0003773147
,,,,,,,,1157.9999999999,0.0004785890,1157.9999999999,0.0000000000,1157.9999999999,0.0096565342,1157.9999999999,0.0003425838
,,,,,,,,1158.0999999999,0.0004697967,1158.0999999999,0.0000000000,1158.0999999999,0.0096069106,1158.0999999999,0.0003105526
,,,,,,,,1158.1999999999,0.0004646515,1158.1999999999,0.0000000000,1158.1999999999,0.0095500971,1158.1999999999,0.0002810662
,,,,,,,,1158.2999999999,0.0004630904,1158.2999999999,0.0000000000,1158.2999999999,0.0094861538,1158.2999999999,0.0002539727
,,,,,,,,1158.3999999999,0.0004650533,1158.3999999999,0.0000000000,1158.3999999999,0.0094151564,1158.3999999999,0.0002291241
,,,,,,,,1158.4999999999,0.0004704828,1158.4999999999,0.0000000000,1158.4999999999,0.0093371976,1158.4999999999,0.0002063762
,,,,,,,,1158.5999999999,0.0004793242,1158.5999999999,0.0000000000,1158.5999999999,0.0092523865,1158.5999999999,0.0001855896
,,,,,,,,1158.6999999999,0.0004915249,1158.6999999999,0.0000000000,1158.6999999999,0.0091608493,1158.6999999999,0.0001666298
,,,,,,,,1158.7999999999,0.0005070343,1158.7999999999,0.0000000000,1158.7999999999,0.0090627293,1158.7999999999,0.0001493677
,,,,,,,,1158.8999999999,0.0005258033,1158.8999999999,0.0000000000,1158.8999999999,0.0089581872,1158.8999999999,0.0001336799
,,,,,,,,1158.9999999999,0.0005477831,1158.9999999999,0.0000000000,1158.9999999999,0.0088474016,1158.9999999999,0.0001194485
,,,,,,,,1159.0999999999,0.0005729255,1159.0999999999,0.0000000000,1159.0999999999,0.0087305686,1159.0999999999,0.0001065615
,,,,,,,,1159.1999999999,0.0006011816,1159.1999999999,0.0000000000,1159.1999999999,0.0086079022,1159.1999999999,0.0000949128
,,,,,,,,1159.2999999999,0.0006325009,1159.2999999999,0.0000000000,1159.2999999999,0.0084796342,1159.2999999999,0.0000844024
,,,,,,,,1159.3999999999,0.0006668309,1159.3999999999,0.0000000000,1159.3999999999,0.0083460143,1159.3999999999,0.0000749359
,,,,,,,,1159.4999999999,0.0007041163,1159.4999999999,0.0000000000,1159.4999999999,0.0082073100,1159.4999999999,0.0000664247
,,,,,,,,1159.5999999999,0.0007442977,1159.5999999999,0.0000000000,1159.5999999999,0.008063806,1159.5999999999,0.0000587861
,,,,,,,,1159.6999999999,0.0007873112,1159.6999999999,0.0000000000,1159.6999999999,0.0079158041,1159.6999999999,0.0000519428
,,,,,,,,1159.7999999999,0.0008330873,1159.7999999999,0.0000000000,1159.7999999999,0.0077636227,1159.7999999999,0.0000458227
,,,,,,,,1159.8999999999,0.0008815502,1159.8999999999,0.0000000000,1159.8999999999,0.0076075965,1159.8999999999,0.0000403591
,,,,,,,,1159.9999999999,0.0009326172,1159.9999999999,0.0000000000,1159.9999999999,0.0074480752,1159.9999999999,0.0000354901
,,,,,,,,1160.0999999999,0.0009861977,1160.0999999999,0.0000000000,1160.0999999999,0.0072854230,1160.0999999999,0.0000311586
,,,,,,,,1160.1999999999,0.0010421927,1160.1999999999,0.0000000000,1160.1999999999,0.0071200179,1160.1999999999,0.0000273120
,,,,,,,,1160.2999999999,0.0011004942,1160.2999999999,0.0000000000,1160.2999999999,0.0069522499,1160.2999999999,0.0000239020
,,,,,,,,1160.3999999999,0.0011609849,1160.3999999999,0.0000000000,1160.3999999999,0.0067825207,1160.3999999999,0.0000208844
,,,,,,,,1160.4999999999,0.0012235374,1160.4999999999,0.0000000000,1160.4999999999,0.0066112413,1160.4999999999,0.0000182185
,,,,,,,,1160.5999999999,0.0012880145,1160.5999999999,0.0000000000,1160.5999999999,0.0064388316,1160.5999999999,0.0000158675
,,,,,,,,1160.6999999999,0.0013542684,1160.6999999999,0.0000000000,1160.6999999999,0.0062657180,1160.6999999999,0.0000137978
,,,,,,,,1160.7999999999,0.0014221413,1160.7999999999,0.0000000000,1160.7999999999,0.0060923322,1160.7999999999,0.0000119789
,,,,,,,,1160.8999999999,0.0014914649,1160.8999999999,0.0000000000,1160.8999999999,0.0059191093,1160.8999999999,0.0000103832
,,,,,,,,1160.9999999999,0.0015620613,1160.9999999999,0.0000000000,1160.9999999999,0.0057464857,1160.9999999999,0.0000089856
,,,,,,,,1161.0999999999,0.0016337426,1161.0999999999,0.0000000000,1161.0999999999,0.005574898,1161.0999999999,0.0000077637
,,,,,,,,1161.1999999999,0.0017063123,1161.1999999999,0.0000000000,1161.1999999999,0.00540478,1161.1999999999,0.0000066972
,,,,,,,,1161.2999999999,0.001779565,1161.2999999999,0.0000000000,1161.2999999999,0.0052365614,1161.2999999999,0.0000057680
,,,,,,,,1161.3999999999,0.001853288,1161.3999999999,0.0000000000,1161.3999999999,0.0050706659,1161.3999999999,0.0000049598
,,,,,,,,1161.4999999999,0.0019272619,1161.4999999999,0.0000000000,1161.4999999999,0.0049075086,1161.4999999999,0.0000042580
,,,,,,,,1161.5999999999,0.0020012617,1161.5999999999,0.0000000000,1161.5999999999,0.0047474946,1161.5999999999,0.0000036497
,,,,,,,,1161.6999999999,0.002075058,1161.6999999999,0.0000000000,1161.6999999999,0.0045910168,1161.6999999999,0.0000031233
,,,,,,,,1161.7999999999,0.0021484182,1161.7999999999,0.0000000000,1161.7999999999,0.0044384539,1161.7999999999,0.0000026685
,,,,,,,,1161.8999999999,0.0022211083,1161.8999999999,0.0000000000,1161.8999999999,0.0042901688,1161.8999999999,0.0000022763
,,,,,,,,1161.9999999999,0.0022928940,1161.9999999999,0.0000000000,1161.9999999999,0.0041465068,1161.9999999999,0.0000019386
,,,,,,,,1162.0999999999,0.0023635425,1162.0999999999,0.0000000000,1162.0999999999,0.0040077937,1162.0999999999,0.0000016484
,,,,,,,,1162.1999999999,0.0024328242,1162.1999999999,0.0000000000,1162.1999999999,0.0038743348,1162.1999999999,0.0000013994
,,,,,,,,1162.2999999999,0.0025005142,1162.2999999999,0.0000000000,1162.2999999999,0.0037464127,1162.2999999999,0.0000011861
,,,,,,,,1162.3999999999,0.0025663945,1162.3999999999,0.0000000000,1162.3999999999,0.0036242866,1162.3999999999,0.0000010037
,,,,,,,,1162.4999999999,0.0026302552,1162.4999999999,0.0000000000,1162.4999999999,0.0035081911,1162.4999999999,0.0000008480
,,,,,,,,1162.5999999999,0.0026918969,1162.5999999999,0.0000000000,1162.5999999999,0.0033983347,1162.5999999999,0.0000007154
,,,,,,,,1162.6999999999,0.002751132,1162.6999999999,0.0000000000,1162.6999999999,0.0032948996,1162.6999999999,0.0000006025
,,,,,,,,1162.7999999999,0.0028077862,1162.7999999999,0.0000000000,1162.7999999999,0.0031980406,1162.7999999999,0.0000005066
,,,,,,,,1162.8999999999,0.0028617011,1162.8999999999,0.0000000000,1162.8999999999,0.0031078846,1162.8999999999,0.0000004253
,,,,,,,,1162.9999999999,0.0029127346,1162.9999999999,0.0000000000,1162.9999999999,0.0030245306,1162.9999999999,0.0000003564
,,,,,,,,1163.0999999999,0.0029607631,1163.0999999999,0.0000000000,1163.0999999999,0.0029480489,1163.0999999999,0.0000002983
,,,,,,,,1163.1999999999,0.0030056828,1163.1999999999,0.0000000000,1163.1999999999,0.0028784816,1163.1999999999,0.0000002492
,,,,,,,,1163.2999999999,0.0030474105,1163.2999999999,0.0000000000,1163.2999999999,0.0028158427,1163.2999999999,0.0000002079
,,,,,,,,1163.3999999999,0.0030858851,1163.3999999999,0.0000000000,1163.3999999999,0.0027601180,1163.3999999999,0.0000001731
,,,,,,,,1163.4999999999,0.0031210683,1163.4999999999,0.0000000000,1163.4999999999,0.0027112662,1163.4999999999,0.000000144
,,,,,,,,1163.5999999999,0.0031529451,1163.5999999999,0.0000000000,1163.5999999999,0.0026692189,1163.5999999999,0.0000001195
,,,,,,,,1163.6999999999,0.0031815248,1163.6999999999,0.0000000000,1163.6999999999,0.0026338818,1163.6999999999,0.0000000991
,,,,,,,,1163.7999999999,0.0032068409,1163.7999999999,0.0000000000,1163.7999999999,0.0026051356,1163.7999999999,0.0000000821
,,,,,,,,1163.8999999999,0.0032289515,1163.8999999999,0.0000000000,1163.8999999999,0.0025828367,1163.8999999999,0.0000000678
,,,,,,,,1163.9999999999,0.0032479388,1163.9999999999,0.0000000000,1163.9999999999,0.0025668186,1163.9999999999,0.0000000560
,,,,,,,,1164.0999999999,0.0032639093,1164.0999999999,0.0000000000,1164.0999999999,0.0025568933,1164.0999999999,0.0000000462
,,,,,,,,1164.1999999999,0.0032769928,1164.1999999999,0.0000000000,1164.1999999999,0.0025528524,1164.1999999999,0.0000000381
,,,,,,,,1164.2999999999,0.0032873420,1164.2999999999,0.0000000000,1164.2999999999,0.0025544685,1164.2999999999,0.0000000314
,,,,,,,,1164.3999999999,0.0032951315,1164.3999999999,0.0000000000,1164.3999999999,0.0025614971,1164.3999999999,0.0000000259
,,,,,,,,1164.4999999999,0.0033005562,1164.4999999999,0.0000000000,1164.4999999999,0.0025736779,1164.4999999999,0.0000000214
,,,,,,,,1164.5999999999,0.0033038306,1164.5999999999,0.0000000000,1164.5999999999,0.0025907363,1164.5999999999,0.0000000177
,,,,,,,,1164.6999999999,0.0033051870,1164.6999999999,0.0000000000,1164.6999999999,0.0026123854,1164.6999999999,0.0000000148
,,,,,,,,1164.7999999999,0.0033048738,1164.7999999999,0.0000000000,1164.7999999999,0.0026383274,1164.7999999999,0.0000000124
,,,,,,,,1164.8999999999,0.0033031537,1164.8999999999,0.0000000000,1164.8999999999,0.0026682555,1164.8999999999,0.0000000106
,,,,,,,,1164.9999999999,0.0033003017,1164.9999999999,0.0000000000,1164.9999999999,0.0027018555,1164.9999999999,0.0000000092
,,,,,,,,1165.0999999999,0.0032966034,1165.0999999999,0.0000000000,1165.0999999999,0.0027388074,1165.0999999999,0.0000000082
,,,,,,,,1165.1999999999,0.0032923522,1165.1999999999,0.0000000000,1165.1999999999,0.0027787872,1165.1999999999,0.0000000076
,,,,,,,,1165.2999999999,0.0032878479,1165.2999999999,0.0000000000,1165.2999999999,0.0028214682,1165.2999999999,0.0000000073
,,,,,,,,1165.3999999999,0.0032833936,1165.3999999999,0.0000000000,1165.3999999999,0.0028665231,1165.3999999999,0.0000000073
,,,,,,,,1165.4999999999,0.0032792944,1165.4999999999,0.0000000000,1165.4999999999,0.0029136249,1165.4999999999,0.0000000077
,,,,,,,,1165.5999999999,0.0032758543,1165.5999999999,0.0000000000,1165.5999999999,0.0029624487,1165.5999999999,0.0000000084
,,,,,,,,1165.6999999999,0.0032733745,1165.6999999999,0.0000000000,1165.6999999999,0.003012673,1165.6999999999,0.0000000095
,,,,,,,,1165.7999999999,0.0032721510,1165.7999999999,0.0000000000,1165.7999999999,0.0030639809,1165.7999999999,0.0000000109
,,,,,,,,1165.8999999999,0.0032724726,1165.8999999999,0.0000000000,1165.8999999999,0.0031160613,1165.8999999999,0.0000000129
,,,,,,,,1165.9999999999,0.0032746189,1165.9999999999,0.0000000001,1165.9999999999,0.0031686100,1165.9999999999,0.0000000153
,,,,,,,,1166.0999999999,0.0032788584,1166.0999999999,0.0000000001,1166.0999999999,0.0032213308,1166.0999999999,0.0000000184
,,,,,,,,1166.1999999999,0.0032854469,1166.1999999999,0.0000000001,1166.1999999999,0.0032739362,1166.1999999999,0.0000000223
,,,,,,,,1166.2999999999,0.0032946254,1166.2999999999,0.0000000001,1166.2999999999,0.0033261482,1166.2999999999,0.000000027
,,,,,,,,1166.3999999999,0.0033066194,1166.3999999999,0.0000000002,1166.3999999999,0.0033776992,1166.3999999999,0.0000000327
,,,,,,,,1166.4999999999,0.0033216370,1166.4999999999,0.0000000002,1166.4999999999,0.0034283326,1166.4999999999,0.0000000397
,,,,,,,,1166.5999999999,0.0033398683,1166.5999999999,0.0000000003,1166.5999999999,0.0034778028,1166.5999999999,0.0000000482
,,,,,,,,1166.6999999999,0.003361484,1166.6999999999,0.0000000003,1166.6999999999,0.0035258763,1166.6999999999,0.0000000584
,,,,,,,,1166.7999999999,0.0033866352,1166.7999999999,0.0000000004,1166.7999999999,0.0035723315,1166.7999999999,0.0000000707
,,,,,,,,1166.8999999999,0.0034154525,1166.8999999999,0.0000000005,1166.8999999999,0.0036169589,1166.8999999999,0.0000000855
,,,,,,,,1166.9999999999,0.0034480458,1166.9999999999,0.0000000007,1166.9999999999,0.0036595619,1166.9999999999,0.0000001032
,,,,,,,,1167.0999999999,0.0034845045,1167.0999999999,0.0000000008,1167.0999999999,0.0036999559,1167.0999999999,0.0000001245
,,,,,,,,1167.1999999999,0.0035248968,1167.1999999999,0.0000000010,1167.1999999999,0.0037379689,1167.1999999999,0.0000001498
,,,,,,,,1167.2999999999,0.0035692708,1167.2999999999,0.0000000013,1167.2999999999,0.0037734414,1167.2999999999,0.0000001801
,,,,,,,,1167.3999999999,0.0036176542,1167.3999999999,0.0000000016,1167.3999999999,0.0038062261,1167.3999999999,0.0000002162
,,,,,,,,1167.4999999999,0.0036700552,1167.4999999999,0.0000000020,1167.4999999999,0.0038361879,1167.4999999999,0.0000002591
,,,,,,,,1167.5999999999,0.0037264630,1167.5999999999,0.0000000026,1167.5999999999,0.0038632036,1167.5999999999,0.0000003100
,,,,,,,,1167.6999999999,0.0037868487,1167.6999999999,0.0000000032,1167.6999999999,0.0038871615,1167.6999999999,0.0000003703
,,,,,,,,1167.7999999999,0.0038511662,1167.7999999999,0.000000004,1167.7999999999,0.0039079617,1167.7999999999,0.0000004417
,,,,,,,,1167.8999999999,0.0039193530,1167.8999999999,0.0000000049,1167.8999999999,0.0039255152,1167.8999999999,0.000000526
,,,,,,,,1167.9999999999,0.0039913316,1167.9999999999,0.0000000061,1167.9999999999,0.0039397441,1167.9999999999,0.0000006253
,,,,,,,,1168.0999999999,0.0040670100,1168.0999999999,0.0000000075,1168.0999999999,0.0039505813,1168.0999999999,0.0000007422
,,,,,,,,1168.1999999999,0.0041462835,1168.1999999999,0.0000000093,1168.1999999999,0.0039579698,1168.1999999999,0.0000008796
,,,,,,,,1168.2999999999,0.0042290354,1168.2999999999,0.0000000115,1168.2999999999,0.0039618631,1168.2999999999,0.0000010407
,,,,,,,,1168.3999999999,0.0043151382,1168.3999999999,0.0000000141,1168.3999999999,0.0039622244,1168.3999999999,0.0000012294
,,,,,,,,1168.4999999999,0.0044044548,1168.4999999999,0.0000000174,1168.4999999999,0.0039590269,1168.4999999999,0.00000145
,,,,,,,,1168.5999999999,0.0044968392,1168.5999999999,0.0000000213,1168.5999999999,0.0039522532,1168.5999999999,0.0000017074
,,,,,,,,1168.6999999999,0.0045921381,1168.6999999999,0.0000000261,1168.6999999999,0.0039418955,1168.6999999999,0.0000020073
,,,,,,,,1168.7999999999,0.0046901913,1168.7999999999,0.0000000319,1168.7999999999,0.0039279551,1168.7999999999,0.0000023561
,,,,,,,,1168.8999999999,0.0047908328,1168.8999999999,0.0000000390,1168.8999999999,0.0039104425,1168.8999999999,0.0000027611
,,,,,,,,1168.9999999999,0.0048938915,1168.9999999999,0.0000000476,1168.9999999999,0.0038893773,1168.9999999999,0.0000032305
,,,,,,,,1169.0999999999,0.0049991919,1169.0999999999,0.000000058,1169.0999999999,0.0038647881,1169.0999999999,0.0000037737
,,,,,,,,1169.1999999999,0.0051065545,1169.1999999999,0.0000000705,1169.1999999999,0.0038367124,1169.1999999999,0.0000044012
,,,,,,,,1169.2999999999,0.0052157966,1169.2999999999,0.0000000856,1169.2999999999,0.0038051965,1169.2999999999,0.0000051248
,,,,,,,,1169.3999999999,0.0053267324,1169.3999999999,0.0000001038,1169.3999999999,0.0037702955,1169.3999999999,0.0000059579
,,,,,,,,1169.4999999999,0.0054391734,1169.4999999999,0.0000001256,1169.4999999999,0.0037320734,1169.4999999999,0.0000069152
,,,,,,,,1169.5999999999,0.0055529287,1169.5999999999,0.0000001517,1169.5999999999,0.0036906029,1169.5999999999,0.0000080136
,,,,,,,,1169.6999999999,0.0056678047,1169.6999999999,0.0000001831,1169.6999999999,0.003645965,1169.6999999999,0.0000092717
,,,,,,,,1169.7999999999,0.0057836058,1169.7999999999,0.0000002205,1169.7999999999,0.0035982497,1169.7999999999,0.0000107100
,,,,,,,,1169.8999999999,0.0059001336,1169.8999999999,0.0000002652,1169.8999999999,0.0035475551,1169.8999999999,0.0000123518
,,,,,,,,1169.9999999999,0.0060171875,1169.9999999999,0.0000003185,1169.9999999999,0.0034939878,1169.9999999999,0.0000142224
,,,,,,,,1170.0999999999,0.0061345641,1170.0999999999,0.0000003818,1170.0999999999,0.0034376625,1170.0999999999,0.0000163501
,,,,,,,,1170.1999999999,0.0062520574,1170.1999999999,0.0000004570,1170.1999999999,0.0033787019,1170.1999999999,0.0000187661
,,,,,,,,1170.2999999999,0.0063694583,1170.2999999999,0.0000005462,1170.2999999999,0.0033172362,1170.2999999999,0.0000215047
,,,,,,,,1170.3999999999,0.0064865550,1170.3999999999,0.0000006518,1170.3999999999,0.0032534032,1170.3999999999,0.0000246035
,,,,,,,,1170.4999999999,0.0066031323,1170.4999999999,0.0000007766,1170.4999999999,0.0031873478,1170.4999999999,0.0000281038
,,,,,,,,1170.5999999999,0.0067189717,1170.5999999999,0.0000009238,1170.5999999999,0.0031192216,1170.5999999999,0.0000320509
,,,,,,,,1170.6999999999,0.0068338517,1170.6999999999,0.0000010971,1170.6999999999,0.0030491822,1170.6999999999,0.0000364938
,,,,,,,,1170.7999999999,0.0069475472,1170.7999999999,0.0000013010,1170.7999999999,0.0029773935,1170.7999999999,0.0000414861
,,,,,,,,1170.8999999999,0.0070598304,1170.8999999999,0.0000015404,1170.8999999999,0.0029040244,1170.8999999999,0.0000470861
,,,,,,,,1170.9999999999,0.0071704701,1170.9999999999,0.0000018209,1170.9999999999,0.0028292486,1170.9999999999,0.0000533564
,,,,,,,,1171.0999999999,0.0072792328,1171.0999999999,0.0000021491,1171.0999999999,0.0027532440,1171.0999999999,0.0000603652
,,,,,,,,1171.1999999999,0.0073858827,1171.1999999999,0.0000025326,1171.1999999999,0.0026761919,1171.1999999999,0.0000681854
,,,,,,,,1171.2999999999,0.0074901820,1171.2999999999,0.0000029797,1171.2999999999,0.0025982767,1171.2999999999,0.0000768956
,,,,,,,,1171.3999999999,0.0075918921,1171.3999999999,0.0000035004,1171.3999999999,0.0025196848,1171.3999999999,0.0000865797
,,,,,,,,1171.4999999999,0.0076907738,1171.4999999999,0.0000041056,1171.4999999999,0.0024406040,1171.4999999999,0.0000973277
,,,,,,,,1171.5999999999,0.0077865884,1171.5999999999,0.000004808,1171.5999999999,0.0023612232,1171.5999999999,0.000109235
,,,,,,,,1171.6999999999,0.0078790986,1171.6999999999,0.0000056216,1171.6999999999,0.0022817310,1171.6999999999,0.0001224030
,,,,,,,,1171.7999999999,0.0079680693,1171.7999999999,0.0000065628,1171.7999999999,0.0022023157,1171.7999999999,0.0001369392
,,,,,,,,1171.8999999999,0.0080532693,1171.8999999999,0.0000076495,1171.8999999999,0.0021231639,1171.8999999999,0.0001529567
,,,,,,,,1171.9999999999,0.0081344719,1171.9999999999,0.0000089022,1171.9999999999,0.0020444604,1171.9999999999,0.0001705745
,,,,,,,,1172.0999999999,0.0082114567,1172.0999999999,0.0000103439,1172.0999999999,0.0019663873,1172.0999999999,0.0001899176
,,,,,,,,1172.1999999999,0.0082840106,1172.1999999999,0.0000120004,1172.1999999999,0.0018891234,1172.1999999999,0.0002111160
,,,,,,,,1172.2999999999,0.0083519293,1172.2999999999,0.0000139004,1172.2999999999,0.0018128435,1172.2999999999,0.0002343054
,,,,,,,,1172.3999999999,0.0084150188,1172.3999999999,0.0000160761,1172.3999999999,0.0017377183,1172.3999999999,0.0002596263
,,,,,,,,1172.4999999999,0.0084730969,1172.4999999999,0.0000185634,1172.4999999999,0.0016639133,1172.4999999999,0.0002872236
,,,,,,,,1172.5999999999,0.0085259944,1172.5999999999,0.0000214021,1172.5999999999,0.001591589,1172.5999999999,0.0003172464
,,,,,,,,1172.6999999999,0.0085735566,1172.6999999999,0.0000246365,1172.6999999999,0.0015209000,1172.6999999999,0.0003498472
,,,,,,,,1172.7999999999,0.0086156448,1172.7999999999,0.0000283155,1172.7999999999,0.0014519951,1172.7999999999,0.0003851814
,,,,,,,,1172.8999999999,0.0086521375,1172.8999999999,0.0000324932,1172.8999999999,0.001385017,1172.8999999999,0.0004234062
,,,,,,,,1172.9999999999,0.0086829317,1172.9999999999,0.0000372293,1172.9999999999,0.0013201018,1172.9999999999,0.0004646804
,,,,,,,,1173.0999999999,0.0087079439,1173.0999999999,0.0000425892,1173.0999999999,0.0012573794,1173.0999999999,0.0005091627
,,,,,,,,1173.1999999999,0.0087271114,1173.1999999999,0.0000486451,1173.1999999999,0.0011969731,1173.1999999999,0.0005570112
,,,,,,,,1173.2999999999,0.0087403929,1173.2999999999,0.0000554756,1173.2999999999,0.0011390000,1173.2999999999,0.0006083821
,,,,,,,,1173.3999999999,0.0087477695,1173.3999999999,0.0000631669,1173.3999999999,0.0010835706,1173.3999999999,0.0006634284
,,,,,,,,1173.4999999999,0.0087492453,1173.4999999999,0.0000718128,1173.4999999999,0.0010307895,1173.4999999999,0.0007222986
,,,,,,,,1173.5999999999,0.0087448480,1173.5999999999,0.0000815151,1173.5999999999,0.000980755,1173.5999999999,0.0007851355
,,,,,,,,1173.6999999999,0.0087346290,1173.6999999999,0.0000923845,1173.6999999999,0.0009335599,1173.6999999999,0.0008520746
,,,,,,,,1173.7999999999,0.0087186637,1173.7999999999,0.0001045407,1173.7999999999,0.0008892916,1173.7999999999,0.0009232425
,,,,,,,,1173.8999999999,0.0086970514,1173.8999999999,0.0001181127,1173.8999999999,0.0008480323,1173.8999999999,0.0009987551
,,,,,,,,1173.9999999999,0.0086699154,1173.9999999999,0.0001332397,1173.9999999999,0.0008098593,1173.9999999999,0.0010787167
,,,,,,,,1174.0999999999,0.0086374021,1174.0999999999,0.0001500707,1174.0999999999,0.0007748458,1174.0999999999,0.0011632175
,,,,,,,,1174.1999999999,0.0085996810,1174.1999999999,0.0001687656,1174.1999999999,0.0007430607,1174.1999999999,0.0012523323
,,,,,,,,1174.2999999999,0.0085569438,1174.2999999999,0.0001894951,1174.2999999999,0.0007145694,1174.2999999999,0.0013461186
,,,,,,,,1174.3999999999,0.0085094035,1174.3999999999,0.0002124409,1174.3999999999,0.0006894338,1174.3999999999,0.0014446154
,,,,,,,,1174.4999999999,0.0084572934,1174.4999999999,0.0002377961,1174.4999999999,0.0006677129,1174.4999999999,0.0015478407
,,,,,,,,1174.5999999999,0.0084008658,1174.5999999999,0.000265765,1174.5999999999,0.0006494632,1174.5999999999,0.0016557907
,,,,,,,,1174.6999999999,0.0083403909,1174.6999999999,0.0002965634,1174.6999999999,0.0006347386,1174.6999999999,0.0017684375
,,,,,,,,1174.7999999999,0.0082761552,1174.7999999999,0.0003304184,1174.7999999999,0.0006235908,1174.7999999999,0.0018857284
,,,,,,,,1174.8999999999,0.0082084602,1174.8999999999,0.0003675684,1174.8999999999,0.0006160696,1174.8999999999,0.0020075838
,,,,,,,,1174.9999999999,0.0081376202,1174.9999999999,0.0004082624,1174.9999999999,0.0006122228,1174.9999999999,0.0021338965
,,,,,,,,1175.0999999999,0.008063961,1175.0999999999,0.0004527600,1175.0999999999,0.0006120965,1175.0999999999,0.0022645304
,,,,,,,,1175.1999999999,0.0079878177,1175.1999999999,0.0005013309,1175.1999999999,0.0006157349,1175.1999999999,0.0023993195
,,,,,,,,1175.2999999999,0.0079095331,1175.2999999999,0.000554254,1175.2999999999,0.0006231802,1175.2999999999,0.0025380674
,,,,,,,,1175.3999999999,0.0078294554,1175.3999999999,0.0006118166,1175.3999999999,0.0006344724,1175.3999999999,0.0026805465
,,,,,,,,1175.4999999999,0.0077479366,1175.4999999999,0.0006743136,1175.4999999999,0.0006496494,1175.4999999999,0.0028264978
,,,,,,,,1175.5999999999,0.0076653298,1175.5999999999,0.0007420464,1175.5999999999,0.000668746,1175.5999999999,0.0029756312
,,,,,,,,1175.6999999999,0.0075819878,1175.6999999999,0.0008153215,1175.6999999999,0.0006917941,1175.6999999999,0.0031276250
,,,,,,,,1175.7999999999,0.0074982607,1175.7999999999,0.0008944489,1175.7999999999,0.0007188219,1175.7999999999,0.0032821270
,,,,,,,,1175.8999999999,0.0074144938,1175.8999999999,0.0009797408,1175.8999999999,0.0007498535,1175.8999999999,0.0034387549
,,,,,,,,1175.9999999999,0.0073310259,1175.9999999999,0.0010715097,1175.9999999999,0.000784908,1175.9999999999,0.0035970972
,,,,,,,,1176.0999999999,0.0072481871,1176.0999999999,0.0011700661,1176.0999999999,0.0008239989,1176.0999999999,0.0037567152
,,,,,,,,1176.1999999999,0.0071662968,1176.1999999999,0.0012757167,1176.1999999999,0.0008671336,1176.1999999999,0.0039171436
,,,,,,,,1176.2999999999,0.0070856622,1176.2999999999,0.0013887622,1176.2999999999,0.000914312,1176.2999999999,0.0040778931
,,,,,,,,1176.3999999999,0.0070065762,1176.3999999999,0.0015094942,1176.3999999999,0.0009655262,1176.3999999999,0.0042384525
,,,,,,,,1176.4999999999,0.0069293161,1176.4999999999,0.0016381932,1176.4999999999,0.0010207592,1176.4999999999,0.0043982906
,,,,,,,,1176.5999999999,0.0068541416,1176.5999999999,0.0017751257,1176.5999999999,0.0010799842,1176.5999999999,0.0045568597
,,,,,,,,1176.6999999999,0.0067812936,1176.6999999999,0.0019205409,1176.6999999999,0.0011431634,1176.6999999999,0.0047135978
,,,,,,,,1176.7999999999,0.0067109930,1176.7999999999,0.0020746682,1176.7999999999,0.0012102474,1176.7999999999,0.0048679321
,,,,,,,,1176.8999999999,0.0066434392,1176.8999999999,0.0022377139,1176.8999999999,0.001281174,1176.8999999999,0.0050192825
,,,,,,,,1176.9999999999,0.0065788093,1176.9999999999,0.0024098579,1176.9999999999,0.0013558673,1176.9999999999,0.0051670646
,,,,,,,,1177.0999999999,0.0065172569,1177.0999999999,0.0025912510,1177.0999999999,0.0014342370,1177.0999999999,0.0053106939
,,,,,,,,1177.1999999999,0.0064589117,1177.1999999999,0.0027820111,1177.1999999999,0.0015161775,1177.1999999999,0.0054495893
,,,,,,,,1177.2999999999,0.0064038785,1177.2999999999,0.0029822202,1177.2999999999,0.0016015670,1177.2999999999,0.0055831772
,,,,,,,,1177.3999999999,0.0063522369,1177.3999999999,0.0031919215,1177.3999999999,0.0016902673,1177.3999999999,0.0057108950
,,,,,,,,1177.4999999999,0.0063040413,1177.4999999999,0.0034111162,1177.4999999999,0.0017821227,1177.4999999999,0.0058321955
,,,,,,,,1177.5999999999,0.0062593201,1177.5999999999,0.0036397604,1177.5999999999,0.0018769599,1177.5999999999,0.0059465503
